userId,movieId,rating,timestamp
7,1219,5.0,2005-01-25 06:44:56
7,1517,3.5,2005-01-25 06:44:49
7,1784,0.5,2005-01-25 06:43:36
7,2324,2.0,2005-01-26 04:09:19
7,2671,4.5,2005-04-15 05:25:32
7,2762,4.5,2005-01-25 06:47:28
7,3578,1.5,2005-01-25 07:02:14
7,3977,2.5,2005-01-25 06:47:15
7,4306,4.0,2005-01-25 06:45:24
7,4844,1.5,2006-10-25 01:05:52
7,4993,4.5,2005-01-25 07:03:09
7,5445,4.0,2005-01-25 07:05:07
7,5816,4.5,2005-01-25 06:48:25
7,6365,4.0,2005-01-26 04:13:51
7,7143,4.5,2005-01-25 07:02:59
7,8360,3.5,2005-01-25 07:06:22
7,8665,3.5,2005-02-17 01:12:35
7,8865,1.0,2005-01-26 04:25:49
7,8957,4.0,2005-01-25 06:54:58
7,8972,2.5,2005-03-23 04:37:30
7,31878,3.5,2005-06-06 02:46:22
7,33162,3.5,2005-05-20 00:59:44
7,34319,4.5,2005-07-25 23:18:58
7,45517,4.5,2006-08-31 23:16:30
7,48783,4.5,2006-10-29 23:11:28
7,49824,3.0,2007-03-04 23:37:49
8,32,3.0,1996-08-08 00:20:24
8,110,3.0,1996-08-08 00:18:47
8,186,4.0,1996-08-08 00:24:16
8,252,3.0,1996-08-08 00:24:16
8,317,3.0,1996-08-08 00:20:44
8,364,5.0,1996-08-08 00:19:06
8,440,3.0,1996-08-08 00:22:08
8,527,5.0,1996-08-08 00:22:08
8,592,3.0,1996-08-08 00:17:02
9,223,4.0,2003-02-07 22:24:10
9,1037,2.0,2003-02-07 22:24:10
9,1987,2.0,2003-02-07 22:25:16
9,2877,3.0,2003-02-07 22:33:41
9,4131,1.0,2003-02-07 22:33:41
9,5445,4.0,2003-02-07 22:26:32
9,5841,1.0,2003-02-07 22:35:18
9,5893,4.0,2003-02-07 22:32:24
9,5965,4.0,2003-02-07 22:33:05
10,356,3.5,2016-02-12 18:28:05
10,1088,3.0,2016-02-16 10:41:15
10,2571,0.5,2016-02-13 09:39:38
10,3578,4.0,2016-02-13 09:43:11
10,4993,4.0,2016-02-13 09:39:45
10,5943,3.0,2016-02-12 18:51:18
10,6377,3.5,2016-02-12 19:41:41
10,7153,4.0,2016-02-13 09:39:07
10,7451,3.5,2016-02-13 21:34:49
10,8665,3.5,2016-02-13 09:38:47
10,8970,1.0,2016-02-13 21:16:00
10,33679,3.0,2016-02-13 10:00:26
10,47099,3.0,2016-02-13 22:17:56
10,51834,1.5,2016-02-13 21:36:36
10,58559,4.5,2016-02-12 18:35:13
10,61250,2.5,2016-02-13 21:18:59
10,68954,4.0,2016-02-12 19:09:18
10,71579,5.0,2016-02-12 18:31:09
10,72737,3.5,2016-02-13 21:15:31
10,78772,3.0,2016-02-13 09:49:48
10,81847,3.5,2016-02-13 21:35:13
10,87222,3.5,2016-02-12 19:44:17
10,92259,5.0,2016-02-12 18:25:53
10,95543,3.5,2016-02-13 21:36:16
10,103335,4.0,2016-02-13 21:15:11
10,106696,4.5,2016-02-12 19:43:24
10,109853,4.0,2016-02-13 10:00:56
10,129428,3.5,2016-02-13 09:56:24
11,10,3.0,1998-08-03 14:25:16
11,150,5.0,1998-08-03 14:24:26
11,292,4.0,1998-08-03 14:26:23
11,376,2.0,1998-08-03 14:31:24
11,466,3.0,1998-08-03 14:33:25
11,529,5.0,1998-08-03 14:37:23
11,736,4.0,1998-08-03 14:29:02
11,1358,4.0,1998-08-03 14:38:56
11,1438,3.0,1998-08-03 14:30:47
11,1586,4.0,1998-08-03 14:28:07
11,1687,3.0,1998-08-03 14:30:47
11,1840,4.0,1998-07-23 13:21:51
11,2002,2.0,1998-08-03 14:26:23
12,222,5.0,2009-07-10 22:04:25
12,543,3.5,2009-07-10 22:01:58
12,1357,5.0,2009-07-10 22:03:24
12,2100,3.5,2009-07-10 22:02:17
12,2694,4.0,2009-07-10 22:03:18
12,5620,4.0,2009-07-10 22:20:17
13,47,5.0,2001-04-21 23:30:19
13,1590,4.0,2001-04-16 21:38:06
13,2174,3.0,2001-04-16 21:33:38
13,3513,3.0,2001-04-21 23:27:31
13,3793,4.0,2001-04-21 23:31:42
13,3897,4.0,2001-04-21 23:26:22
13,4148,4.0,2001-04-21 23:28:40
14,32,4.0,1996-06-22 10:59:28
14,110,5.0,1996-06-22 10:58:27
14,266,5.0,1996-06-22 10:59:28
14,337,5.0,1996-06-22 11:00:39
14,367,1.0,1996-06-22 11:00:10
14,448,3.0,1996-06-22 11:16:41
14,508,3.0,1996-06-22 11:05:58
14,540,3.0,1996-06-22 11:09:54
14,592,2.0,1996-06-22 10:56:16
15,44,1.0,2011-03-06 15:21:56
15,260,5.0,2017-11-13 11:19:06
15,356,5.0,2017-11-13 11:17:53
15,596,2.0,2017-11-13 13:01:28
15,1198,4.0,2017-11-13 11:19:49
15,1265,3.5,2017-11-13 11:20:01
15,1909,2.5,2011-03-06 15:21:30
15,2081,3.0,2017-11-13 13:00:11
15,2571,4.0,2017-11-13 11:15:44
15,3147,5.0,2017-11-13 11:16:37
15,3555,4.0,2011-03-06 15:26:48
15,3994,3.0,2017-11-13 11:14:37
15,4370,4.0,2017-11-13 11:40:39
15,5445,4.0,2017-11-13 11:16:33
15,6377,3.0,2017-11-13 12:59:39
15,8360,2.5,2017-11-13 13:01:23
15,48774,3.0,2017-11-13 11:40:20
15,59315,2.0,2017-11-13 11:21:36
15,68954,3.5,2017-11-13 12:59:13
15,72998,3.0,2017-11-13 11:20:52
15,89745,2.0,2017-11-13 11:34:02
15,97938,4.0,2017-11-13 11:27:53
15,105504,4.0,2017-11-13 11:30:16
15,112556,4.5,2017-11-13 11:27:46
15,122882,2.0,2017-11-13 11:22:06
15,134130,4.0,2017-11-13 11:18:03
15,158872,3.5,2017-11-13 13:00:28
16,50,4.0,2013-08-26 00:26:21
16,296,3.0,2013-08-26 00:35:02
16,541,4.5,2013-08-26 00:35:40
16,750,4.5,2013-08-26 00:27:05
16,913,4.0,2013-08-26 00:30:16
16,1148,4.0,2013-08-26 00:28:29
16,1197,4.0,2013-08-26 00:30:08
16,1207,4.0,2013-08-26 00:28:11
16,1222,4.5,2013-08-26 00:45:57
16,1260,4.0,2013-08-26 00:28:07
16,1299,4.0,2013-08-26 00:39:43
16,2109,3.5,2013-08-26 00:24:50
16,2641,3.0,2013-08-26 00:23:02
16,2959,3.5,2013-08-26 00:27:54
16,3429,3.5,2013-08-26 00:36:19
16,4011,3.0,2013-08-26 00:44:51
16,5618,4.5,2013-08-26 00:27:57
16,7099,3.5,2013-08-26 00:37:44
16,48394,4.0,2013-08-26 00:43:29
16,79132,3.0,2013-08-26 00:28:36
17,50,4.5,2011-05-18 05:36:53
17,293,3.5,2011-06-05 08:25:08
17,527,4.5,2011-05-18 05:31:04
17,593,4.5,2011-05-18 05:27:41
17,904,4.0,2011-06-05 08:24:34
17,1090,4.5,2011-11-30 04:58:00
17,1197,3.5,2011-05-18 05:32:54
17,1210,5.0,2011-05-18 05:28:10
17,1234,4.0,2011-05-18 05:33:15
17,1263,4.0,2011-05-18 05:24:14
17,1405,4.0,2011-05-18 05:24:37
17,2019,3.5,2011-06-05 08:24:45
17,2571,5.0,2011-05-18 05:32:36
17,3039,4.5,2011-05-18 05:24:45
17,3681,4.5,2011-06-05 08:25:00
17,4993,4.5,2011-05-18 05:33:37
17,6016,4.5,2011-11-30 04:51:08
17,7482,4.0,2011-05-18 05:34:24
17,48516,4.0,2011-05-18 05:32:28
17,68358,4.5,2011-11-30 05:01:07
17,81932,3.5,2011-05-18 05:31:21
18,16,4.5,2016-04-22 07:53:03
18,50,5.0,2016-02-09 20:22:23
18,145,3.5,2016-03-01 20:33:54
18,223,4.0,2016-02-16 10:11:10
18,293,4.5,2016-02-09 20:34:09
18,344,2.5,2016-02-11 16:57:49
18,374,2.5,2016-02-16 10:16:31
18,442,3.0,2016-02-17 22:40:03
18,502,2.0,2016-03-01 20:39:27
18,586,3.5,2016-02-17 22:38:16
18,595,3.0,2016-02-11 16:58:20
18,673,3.0,2016-02-17 19:03:01
18,849,3.5,2016-02-17 19:04:21
18,919,4.0,2016-02-17 22:35:44
18,1059,3.5,2016-02-17 19:03:03
18,1136,4.5,2016-02-11 17:10:25
18,1201,5.0,2016-02-09 20:56:45
18,1209,5.0,2016-02-09 20:42:08
18,1219,4.5,2016-02-09 20:36:17
18,1234,4.5,2016-02-18 18:38:46
18,1252,4.0,2016-03-09 23:17:15
18,1291,4.0,2016-02-09 23:16:49
18,1375,3.5,2016-02-11 23:02:37
18,1544,3.5,2016-02-17 19:01:55
18,1653,3.5,2016-02-17 22:39:37
18,1729,4.0,2016-06-09 10:26:54
18,1917,3.0,2016-02-17 22:35:48
18,2000,4.0,2016-02-15 09:50:33
18,2019,4.0,2016-02-09 20:35:14
18,2194,3.5,2016-06-03 22:57:05
18,2329,4.0,2016-02-11 16:54:11
18,2420,4.0,2016-02-17 22:55:56
18,2542,4.5,2016-02-27 14:48:19
18,2762,4.5,2016-02-11 16:58:11
18,2997,4.0,2016-02-11 22:56:26
18,3257,3.0,2016-03-01 20:38:03
18,3702,3.5,2016-03-07 20:29:17
18,3949,4.5,2016-02-15 09:51:21
18,4239,4.0,2016-10-19 18:25:03
18,4643,3.0,2016-02-25 10:17:51
18,4963,4.0,2016-02-11 16:54:54
18,5120,4.5,2018-01-15 22:08:35
18,5445,4.0,2016-02-11 16:54:51
18,5608,4.0,2016-02-18 18:51:57
18,5944,2.5,2016-02-11 23:03:00
18,6287,3.0,2016-02-09 20:32:29
18,6377,4.0,2016-02-09 20:30:10
18,6548,2.0,2016-02-09 20:49:11
18,6870,4.0,2016-02-29 21:20:31
18,7147,4.5,2016-02-09 20:30:45
18,7318,2.5,2016-02-09 20:48:52
18,7753,3.5,2017-11-25 19:48:31
18,8368,3.5,2016-03-02 13:05:38
18,8798,4.0,2016-02-16 10:15:10
18,8961,3.5,2016-02-11 16:55:24
18,27716,4.5,2016-03-01 19:18:26
18,30812,4.0,2016-02-09 20:47:35
18,33615,3.5,2016-02-16 20:37:06
18,36529,4.0,2016-02-11 22:53:02
18,38038,4.0,2016-02-09 20:32:22
18,44199,4.5,2016-02-09 20:31:26
18,45722,4.0,2016-02-09 20:28:59
18,48394,4.0,2016-02-09 20:30:48
18,51357,4.0,2018-03-18 00:12:01
18,53129,3.0,2018-03-17 21:54:01
18,54272,3.5,2016-02-11 23:06:41
18,55290,4.5,2016-12-21 21:31:45
18,57669,4.0,2016-02-17 22:46:04
18,59615,2.5,2016-02-11 22:55:57
18,60756,3.0,2016-02-17 22:50:49
18,64839,3.5,2016-02-17 22:46:46
18,68073,4.5,2016-02-17 22:56:54
18,68954,4.0,2016-02-17 22:47:21
18,70286,3.5,2016-02-17 22:47:35
18,72378,3.0,2016-02-15 09:46:38
18,73323,4.5,2016-02-29 18:30:25
18,74948,4.0,2016-10-19 18:26:46
18,78469,3.0,2016-02-29 12:59:54
18,79695,3.5,2016-02-17 23:00:29
18,83349,3.0,2016-03-21 17:33:44
18,86332,3.5,2016-02-09 20:53:17
18,88129,3.0,2016-02-09 20:53:14
18,91500,4.0,2016-02-09 20:52:44
18,95441,2.5,2016-02-29 12:59:41
18,97752,3.5,2016-02-16 10:19:39
18,99114,4.0,2016-02-09 20:52:24
18,102903,4.0,2017-12-15 20:27:18
18,106072,3.5,2016-11-05 17:15:40
18,107846,3.5,2016-03-08 13:51:00
18,111759,3.5,2016-02-29 11:23:11
18,112852,4.5,2016-02-16 10:27:13
18,116823,3.5,2016-03-02 09:14:17
18,122892,3.5,2016-03-07 20:27:43
18,122924,4.0,2016-07-29 18:29:37
18,135569,3.5,2016-10-30 17:41:40
18,144210,4.0,2016-02-09 23:24:42
18,157108,4.5,2017-01-22 15:53:57
18,160438,3.0,2016-09-08 19:07:31
18,166015,3.5,2018-08-20 17:34:08
18,177593,4.5,2018-08-11 17:09:46
19,2,3.0,2000-08-08 03:12:11
19,13,3.0,2000-08-08 04:31:42
19,44,3.0,2000-08-08 04:46:59
19,65,2.0,2000-08-08 04:16:57
19,104,2.0,2000-08-08 03:43:05
19,153,2.0,2000-08-08 04:11:29
19,173,1.0,2000-08-08 03:06:37
19,216,2.0,2000-08-08 04:09:06
19,253,3.0,2000-08-08 03:22:32
19,289,2.0,2000-08-08 03:53:15
19,319,1.0,2000-08-08 04:58:13
19,332,2.0,2000-08-08 03:06:13
19,348,2.0,2000-08-08 03:44:36
19,357,4.0,2000-08-08 03:41:32
19,368,3.0,2000-08-08 03:50:36
19,378,3.0,2000-08-08 04:03:39
19,414,2.0,2000-08-08 03:54:46
19,432,3.0,2000-08-08 04:13:03
19,445,2.0,2000-08-08 03:55:07
19,468,3.0,2000-08-08 03:56:07
19,486,2.0,2000-08-08 04:10:28
19,512,2.0,2000-08-08 03:04:45
19,540,1.0,2000-08-08 05:18:48
19,551,5.0,2000-08-08 03:42:43
19,588,3.0,2000-08-08 03:45:37
19,610,3.0,2000-08-08 03:03:05
19,648,3.0,2000-08-08 04:40:56
19,674,4.0,2000-08-08 03:06:13
19,720,4.0,2000-08-08 04:29:42
19,743,2.0,2000-08-08 03:58:57
19,785,2.0,2000-08-08 03:43:29
19,818,4.0,2000-08-08 04:05:52
19,839,1.0,2000-08-08 05:20:18
19,879,1.0,2000-08-08 03:26:35
19,906,3.0,2000-08-08 05:03:34
19,921,3.0,2000-08-08 03:41:08
19,965,2.0,2000-08-08 04:58:13
19,1021,2.0,2000-08-08 04:03:39
19,1047,3.0,2000-08-08 05:08:28
19,1077,3.0,2000-08-08 03:00:05
19,1092,2.0,2000-08-08 05:14:09
19,1148,4.0,2000-08-08 03:32:19
19,1198,5.0,2000-08-08 04:36:34
19,1219,4.0,2000-08-08 03:21:03
19,1257,3.0,2000-08-08 03:35:25
19,1269,4.0,2000-08-08 03:39:02
19,1297,4.0,2000-08-08 03:42:20
19,1333,3.0,2000-08-08 03:21:21
19,1347,2.0,2000-08-08 03:22:54
19,1371,3.0,2000-08-08 04:40:22
19,1376,4.0,2000-08-08 03:01:38
19,1391,3.0,2000-08-08 03:06:37
19,1409,3.0,2000-08-08 04:09:29
19,1461,3.0,2000-08-08 04:09:29
19,1499,1.0,2000-08-08 05:19:54
19,1544,1.0,2000-08-08 03:07:13
19,1562,1.0,2000-08-08 04:48:12
19,1583,3.0,2000-08-08 03:12:55
19,1593,2.0,2000-08-08 04:13:22
19,1617,4.0,2000-08-08 04:56:05
19,1653,4.0,2000-08-08 03:00:28
19,1679,2.0,2000-08-08 02:44:20
19,1702,3.0,2000-08-08 03:12:11
19,1747,2.0,2000-08-08 03:41:32
19,1783,1.0,2000-08-08 05:14:09
19,1812,3.0,2000-08-08 03:32:20
19,1848,2.0,2000-08-08 03:12:11
19,1885,2.0,2000-08-08 03:39:42
19,1895,2.0,2000-08-08 03:52:51
19,1917,2.0,2000-08-08 03:06:13
19,1923,4.0,2000-08-08 03:36:24
19,1970,3.0,2000-08-08 03:27:20
19,1994,3.0,2000-08-08 04:59:41
19,2004,3.0,2000-08-08 03:25:17
19,2015,3.0,2000-08-08 03:53:59
19,2034,2.0,2000-08-08 03:06:13
19,2044,3.0,2000-08-08 04:15:32
19,2054,3.0,2000-08-08 03:11:44
19,2081,4.0,2000-08-08 04:31:08
19,2097,3.0,2000-08-08 03:21:44
19,2111,3.0,2000-08-08 03:42:20
19,2134,2.0,2000-08-08 03:48:45
19,2144,3.0,2000-08-08 03:44:57
19,2167,3.0,2000-08-08 03:22:32
19,2186,4.0,2000-08-08 04:57:51
19,2232,3.0,2000-08-08 03:02:36
19,2249,3.0,2000-08-08 04:07:17
19,2266,3.0,2000-08-08 04:10:28
19,2302,3.0,2000-08-08 03:46:55
19,2335,3.0,2000-08-08 04:06:16
19,2369,2.0,2000-08-08 03:56:56
19,2387,3.0,2000-08-08 03:55:07
19,2407,2.0,2000-08-08 03:49:52
19,2423,4.0,2000-08-08 03:45:37
19,2453,3.0,2000-08-08 03:11:44
19,2467,3.0,2000-08-08 05:26:50
19,2490,3.0,2000-08-08 05:06:24
19,2518,2.0,2000-08-08 03:52:08
19,2555,1.0,2000-08-08 04:23:07
19,2605,2.0,2000-08-08 05:14:09
19,2628,3.0,2000-08-08 03:02:36
19,2657,3.0,2000-08-08 03:23:19
19,2694,2.0,2000-08-08 03:53:59
19,2709,2.0,2000-08-08 03:58:21
19,2720,1.0,2000-08-08 04:24:13
19,2754,1.0,2000-08-08 03:30:05
19,2793,2.0,2000-08-08 03:28:21
19,2808,2.0,2000-08-08 02:18:27
19,2858,4.0,2000-08-08 02:49:54
19,2888,3.0,2000-08-08 04:10:28
19,2916,3.0,2000-08-08 04:38:20
19,2968,5.0,2000-08-08 03:01:14
19,3005,2.0,2000-08-08 05:17:53
19,3033,2.0,2000-08-08 03:03:31
19,3044,3.0,2000-08-08 05:03:59
19,3064,2.0,2000-08-08 05:11:21
19,3087,3.0,2000-08-08 03:44:57
19,3114,2.0,2000-08-08 03:35:25
19,3190,1.0,2000-08-08 02:57:23
19,3238,1.0,2000-08-08 02:51:01
19,3254,2.0,2000-08-08 03:56:07
19,3264,3.0,2000-08-08 03:24:00
19,3308,2.0,2000-08-08 03:48:04
19,3361,2.0,2000-08-08 03:35:25
19,3395,3.0,2000-08-08 04:13:03
19,3401,2.0,2000-08-08 03:06:13
19,3440,2.0,2000-08-08 03:12:35
19,3471,4.0,2000-08-08 02:59:43
19,3483,2.0,2000-08-08 03:17:32
19,3500,2.0,2000-08-08 03:55:07
19,3526,2.0,2000-08-08 03:40:19
19,3550,3.0,2000-08-08 03:23:19
19,3594,2.0,2000-08-08 02:46:45
19,3662,3.0,2000-08-08 03:00:46
19,3692,3.0,2000-08-08 02:44:20
19,3704,2.0,2000-08-08 03:02:36
19,3717,2.0,2000-08-08 02:47:22
19,3751,3.0,2000-08-08 02:46:17
19,3784,2.0,2000-08-08 02:48:43
19,3802,2.0,2000-08-08 03:07:59
19,3837,1.0,2000-08-08 03:23:19
20,34,4.0,2003-05-27 12:21:33
20,262,4.5,2003-05-27 12:22:22
20,551,5.0,2003-05-27 12:22:08
20,596,4.5,2003-05-27 12:22:55
20,801,2.5,2003-05-27 12:26:30
20,986,3.5,2003-05-27 12:23:24
20,1018,3.5,2003-05-27 12:25:36
20,1029,4.5,2003-05-27 12:23:09
20,1073,5.0,2003-05-27 12:21:11
20,1333,3.5,2003-05-27 11:50:54
20,1566,4.5,2003-05-27 12:23:51
20,1907,5.0,2003-05-27 12:21:37
20,2018,4.0,2003-05-27 12:22:46
20,2078,4.5,2003-05-27 12:21:21
20,2087,4.5,2003-05-27 12:22:16
20,2100,3.5,2003-05-27 11:49:38
20,2141,4.5,2003-05-27 12:23:53
20,2355,4.0,2003-05-27 12:21:03
20,2657,5.0,2003-05-28 18:44:39
20,2746,4.5,2003-05-28 18:43:39
20,2941,4.0,2003-05-28 18:43:31
20,3159,5.0,2003-05-27 12:21:55
20,3397,5.0,2003-05-27 12:21:57
20,3483,3.5,2003-05-27 12:24:48
20,3549,5.0,2003-05-28 18:43:04
20,3623,3.0,2003-05-28 18:41:25
20,3755,4.5,2003-05-28 18:39:53
20,3897,4.5,2003-05-27 11:49:44
20,3986,2.5,2003-05-27 12:13:42
20,3999,2.0,2003-05-28 18:41:13
20,4025,3.5,2003-05-28 18:39:50
20,4090,3.5,2003-05-27 12:24:31
20,4246,5.0,2003-05-27 12:06:40
20,4310,4.0,2003-05-28 18:41:05
20,4370,3.0,2003-05-27 12:11:44
20,4519,3.5,2003-05-27 12:24:07
20,4718,3.0,2003-05-27 12:11:42
20,4816,3.5,2003-05-27 12:13:36
20,4886,4.0,2003-05-27 12:04:49
20,4993,5.0,2003-05-27 12:06:02
20,5103,4.0,2003-05-27 12:21:51
20,5293,3.5,2003-05-27 12:07:53
20,5378,4.0,2003-05-28 18:40:27
20,5463,2.0,2003-05-28 18:41:27
20,5618,5.0,2003-05-27 12:06:30
20,5816,4.5,2003-05-27 12:04:37
20,6156,3.0,2003-05-27 12:00:04
